"comune";"provincia";"anno";"totale";"attivazioni";"cessazioni";"subingressi"
"Nazzano";"Roma";"2011";"1";"0";"0";"0"
"Nemi";"Roma";"2011";"0";"0";"0";"0"
"Nerola";"Roma";"2011";"2";"0";"0";"0"
"Nettuno";"Roma";"2011";"15";"3";"0";"0"
"Olevano Romano";"Roma";"2011";"0";"0";"0";"0"
"Palestrina";"Roma";"2011";"5";"0";"0";"0"
"Palombara Sabina";"Roma";"2011";"5";"1";"0";"0"
"Percile";"Roma";"2011";"0";"0";"0";"0"
"Pisoniano";"Roma";"2011";"0";"0";"0";"0"
"Poli";"Roma";"2011";"1";"0";"0";"0"
"Pomezia";"Roma";"2011";"16";"2";"0";"0"
"Ponzano Romano";"Roma";"2011";"1";"0";"0";"0"
"Riano";"Roma";"2011";"1";"0";"0";"0"
"Rignano Flaminio";"Roma";"2011";"0";"0";"0";"0"
"Riofreddo";"Roma";"2011";"0";"0";"0";"0"
"Rocca Canterano";"Roma";"2011";"0";"0";"0";"0"
"Rocca di Cave";"Roma";"2011";"0";"0";"0";"0"
"Rocca di Papa";"Roma";"2011";"3";"0";"0";"0"
"Rocca Priora";"Roma";"2011";"1";"0";"0";"0"
"Rocca Santo Stefano";"Roma";"2011";"0";"0";"0";"0"
"Roccagiovine";"Roma";"2011";"0";"0";"0";"0"
"Roiate";"Roma";"2011";"0";"0";"0";"0"
"Roviano";"Roma";"2011";"1";"0";"0";"0"
"Sacrofano";"Roma";"2011";"0";"0";"0";"0"
"Sambuci";"Roma";"2011";"0";"0";"0";"0"
"San Cesareo";"Roma";"2011";"9";"2";"0";"0"
"San Gregorio da Sassola";"Roma";"2011";"1";"0";"0";"0"
"San Polo dei Cavalieri";"Roma";"2011";"1";"0";"0";"0"
"San Vito Romano";"Roma";"2011";"0";"0";"0";"0"
"Santa Marinella";"Roma";"2011";"8";"0";"0";"0"
"Sant'Angelo Romano";"Roma";"2011";"4";"0";"0";"0"
"Sant'Oreste";"Roma";"2011";"0";"0";"0";"0"
"Saracinesco";"Roma";"2011";"0";"0";"0";"0"
"Segni";"Roma";"2011";"2";"0";"0";"0"
"Subiaco";"Roma";"2011";"2";"0";"0";"0"
"Tivoli";"Roma";"2011";"13";"0";"0";"0"
"Tolfa";"Roma";"2011";"6";"1";"0";"0"
"Torrita Tiberina";"Roma";"2011";"0";"0";"0";"0"
"Trevignano Romano";"Roma";"2011";"1";"0";"0";"0"
"Vallepietra";"Roma";"2011";"0";"0";"0";"0"
"Vallinfreda";"Roma";"2011";"0";"0";"0";"0"
"Valmontone";"Roma";"2011";"10";"0";"0";"0"
"Velletri";"Roma";"2011";"17";"2";"0";"0"
"Vicovaro";"Roma";"2011";"1";"0";"0";"0"
"Vivaro Romano";"Roma";"2011";"0";"0";"0";"0"
"Zagarolo";"Roma";"2011";"5";"0";"0";"0"
"Acquapendente";"Viterbo";"2011";"4";"0";"0";"0"
"Arlena di Castro";"Viterbo";"2011";"1";"0";"0";"0"
"Bagnoregio";"Viterbo";"2011";"1";"0";"0";"0"
"Barbarano Romano";"Viterbo";"2011";"1";"1";"0";"0"
"Bassano in Teverina";"Viterbo";"2011";"2";"0";"0";"0"
"Bassano Romano";"Viterbo";"2011";"2";"0";"0";"0"
"Blera";"Viterbo";"2011";"0";"0";"0";"0"
"Bolsena";"Viterbo";"2011";"3";"1";"0";"0"
"Bomarzo";"Viterbo";"2011";"1";"0";"0";"0"
"Calcata";"Viterbo";"2011";"0";"0";"0";"0"
"Canepina";"Viterbo";"2011";"2";"0";"0";"0"
"Canino";"Viterbo";"2011";"1";"0";"0";"0"
"Capodimonte";"Viterbo";"2011";"1";"0";"0";"0"
"Capranica";"Viterbo";"2011";"3";"0";"0";"0"
"Caprarola";"Viterbo";"2011";"1";"0";"0";"0"
"Carbognano";"Viterbo";"2011";"1";"0";"0";"0"
"Castel Sant'Elia";"Viterbo";"2011";"0";"0";"0";"0"
"Castiglione in Teverina";"Viterbo";"2011";"2";"0";"0";"0"
"Celleno";"Viterbo";"2011";"0";"0";"0";"0"
"Cellere";"Viterbo";"2011";"1";"0";"0";"0"
"Civita Castellana";"Viterbo";"2011";"12";"1";"0";"0"
"Civitella d'Agliano";"Viterbo";"2011";"0";"0";"0";"0"
"Corchiano";"Viterbo";"2011";"1";"0";"0";"0"
"Fabrica di Roma";"Viterbo";"2011";"2";"0";"0";"0"
"Faleria";"Viterbo";"2011";"1";"0";"0";"0"
"Farnese";"Viterbo";"2011";"0";"0";"0";"0"
"Gallese";"Viterbo";"2011";"1";"0";"0";"0"
"Gradoli";"Viterbo";"2011";"1";"0";"0";"0"
"Graffignano";"Viterbo";"2011";"0";"0";"0";"0"
"Grotte di Castro";"Viterbo";"2011";"1";"0";"0";"0"
"Ischia di Castro";"Viterbo";"2011";"1";"0";"0";"0"
"Latera";"Viterbo";"2011";"0";"0";"0";"0"
"Lubriano";"Viterbo";"2011";"1";"0";"0";"0"
"Marta";"Viterbo";"2011";"2";"0";"0";"0"
"Montalto di Castro";"Viterbo";"2011";"4";"0";"0";"0"
"Monte Romano";"Viterbo";"2011";"0";"0";"0";"0"
"Montefiascone";"Viterbo";"2011";"7";"1";"0";"0"
"Monterosi";"Viterbo";"2011";"0";"0";"0";"0"
"Nepi";"Viterbo";"2011";"8";"0";"0";"0"
"Onano";"Viterbo";"2011";"0";"0";"0";"0"
"Oriolo Romano";"Viterbo";"2011";"2";"0";"0";"0"
"Orte";"Viterbo";"2011";"6";"1";"0";"0"
"Piansano";"Viterbo";"2011";"0";"0";"0";"0"
"Proceno";"Viterbo";"2011";"0";"0";"0";"0"
"Ronciglione";"Viterbo";"2011";"4";"1";"0";"0"
"San Lorenzo Nuovo";"Viterbo";"2011";"2";"0";"0";"0"
"Soriano nel Cimino";"Viterbo";"2011";"5";"1";"0";"0"
"Sutri";"Viterbo";"2011";"1";"0";"0";"0"
"Tarquinia";"Viterbo";"2011";"6";"0";"0";"0"
"Tessennano";"Viterbo";"2011";"0";"0";"0";"0"
"Tuscania";"Viterbo";"2011";"1";"0";"0";"0"
"Valentano";"Viterbo";"2011";"1";"0";"0";"0"
"Vallerano";"Viterbo";"2011";"0";"0";"0";"0"
"Vasanello";"Viterbo";"2011";"1";"0";"0";"0"
"Vejano";"Viterbo";"2011";"0";"0";"0";"0"
"Vetralla";"Viterbo";"2011";"6";"1";"0";"0"
"Vignanello";"Viterbo";"2011";"2";"0";"0";"0"
"Villa San Giovanni in Tuscia";"Viterbo";"2011";"0";"0";"0";"0"
"Viterbo";"Viterbo";"2011";"24";"1";"0";"0"
"Vitorchiano";"Viterbo";"2011";"5";"0";"0";"0"
"Roma";"Comune di Roma";"2011";"742";"50";"0";"0"
"Provincia Frosinone";"Frosinone";"2011";"221";"14";"0";"0"
"Provincia Latina";"Latina";"2011";"204";"19";"0";"0"
"Provincia Rieti";"Rieti";"2011";"58";"4";"0";"0"
"Provincia Roma";"Roma";"2011";"410";"27";"0";"0"
"Provincia Viterbo";"Viterbo";"2011";"135";"9";"0";"0"
"Regione Lazio";"Regione Lazio";"2011";"1028";"73";"0";"0"
"Municipio I";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio II";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio III";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio IV";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio V";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio VI";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio VII";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio VIII";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio IX";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio X";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio XI";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio XII";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio XIII";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio XIV";"Comune di Roma";"2011";"0";"0";"0";"0"
"Municipio XV";"Comune di Roma";"2011";"0";"0";"0";"0"
